#,ESTABLECIMIENTO,TIPO,CALLE,NUMERO,DEPTO,PARTIDO,PROVINCIA,GMAPS,PROFESIONAL,SERVICIO,AREA,HORARIOS,TELEFONO,EMAIL,WEB,COMENTARIOS,
145,Consultorio Magirena,Privado,Rosario,441,6 B,Caballito,CABA,https://goo.gl/maps/AZNzegakNzK2,Sandra Magirena,Atención médica general,,,(011) 4902-2947. Whatsapp (011)15-2328-6690,consultoriomagirena@gmail.com,http://www.sandramagirena.com.ar/,,
1,Agencia Territorial Río Gallegos. Ministerio de Producción y Trabajo de la Nación,Público,Urquiza,45,,Río Gallegos,Santa Cruz,https://goo.gl/maps/rwpvM2W8JxM2,,Capacitación laboral,,Lunes a viernes de 9 a 15,(02966) 422210/4799/0082,at-riogallegos@trabajo.gob.ar,,Capacitación laboral y servicio de empleo,
118,CeSAC 13,Público,Directorio,4210,,Parque Avellaneda,CABA,https://goo.gl/maps/842xYr8mGtk,"Mariela Reising, Marisa Godoy",Atención médica general,,,11 2821-36130,,,Controles de salud.,
36,CAPS N° 4 Dr. Luis Agote,Público,Av. San Martín,1655,,General San Martín,Buenos Aires,https://goo.gl/maps/F792gzAwpY92,,Endocrinología / Hormonización,Servicio de Diversidad,Martes 13 a 16 hs.,011 4580 1056/57,,,,
34,CAPS N° 3 Eva Perón,Público,Independencia,876,,General San Martín,Buenos Aires,https://goo.gl/maps/hpjsitfo61t,,Atención médica general,Consultorio de Diversidad,Jueves 13 a 16 hs.,011 4512 6259 / 4830 0711,,,,
35,CAPS N° 3 Eva Perón,Público,Independencia,876,,General San Martín,Buenos Aires,https://goo.gl/maps/hpjsitfo61t,,Endocrinología / Hormonización,Consultorio de Diversidad,Jueves 13 a 16 hs.,011 4512 6259 / 4830 0711,,,,
49,CAPS Nº 11 Santa Ana,Público,3 de Febrero,2590,,General San Martín,Buenos Aires,https://goo.gl/maps/GMzmbsXuPa82,,Atención médica general,Consultorio de Diversidad,Lunes 13 a 16 hs.,011 4512 6228 / 4755 3993 / 4830 6228,,,,
50,CAPS Nº 11 Santa Ana,Público,3 de Febrero,2590,,General San Martín,Buenos Aires,https://goo.gl/maps/GMzmbsXuPa82,,Endocrinología / Hormonización,Consultorio de Diversidad,Lunes 13 a 16 hs.,011 4512 6228 / 4755 3993 / 4830 6228,,,,
41,CAPS N° 6 12 De Octubre,Público,Calle 13,,,Olavarría,Buenos Aires,https://goo.gl/maps/rg6EZw6KuPq,,Endocrinología / Hormonización,Servicio de Diversidad,Lunes a Sábado 7 a 16 hs.,02284 45653,,,,
38,CAPS N° 5 Territorial N° 4,Público,Rufino Fal,4124,,Olavarría,Buenos Aires,https://goo.gl/maps/cEpGe7xmAV52,,Atención médica general,Servicio de Diversidad,Lunes a Sábado 7 a 16 hs.,02284 420646,,,,
39,CAPS N° 5 Territorial N° 4,Público,Rufino Fal,4124,,Olavarría,Buenos Aires,https://goo.gl/maps/cEpGe7xmAV52,,Endocrinología / Hormonización,Servicio de Diversidad,Lunes a Sábado 7 a 16 hs.,02284 420646,,,,
32,CAPS N° 22 Territorial N° 6,Público,Mendoza,,,Olavarría,Buenos Aires,https://goo.gl/maps/G1GV7tRhjdt,,Atención médica general,Servicio de Diversidad,Lunes a Sábado 7 a 16 hs.,02284 451601,,,,
33,CAPS N° 22 Territorial N° 6,Público,Mendoza,,,Olavarría,Buenos Aires,https://goo.gl/maps/G1GV7tRhjdt,,Endocrinología / Hormonización,Servicio de Diversidad,Lunes a Sábado 7 a 16 hs.,02284 451601,,,,
260,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Atención médica general,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
261,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Endocrinología / Hormonización,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
262,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Testeo VIH y otras ITS,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
263,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Tratamiento VIH,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
264,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Salud reproductiva,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
265,Hospital Municipal Dr. Hector M. Cura,Público,Sarmiento,2669,,Olavarría,Buenos Aires,https://goo.gl/maps/ZPrqZq9CUa22,,Servicio Social,Servicio de Diversidad - Consultorio 23,Viernes 8 a 11 hs.,02284 440800 int 2338,,,,
16,CAPS La Esmeralda,Público,Av. Padre Obispo J. Novak,2332,,Florencio Varela,Buenos Aires,https://goo.gl/maps/jg93UewpZcw,,Atención médica general,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4237 3423,,https://m.facebook.com/caps.laesmeralda?locale2=es_LA,No atienden el telefono,
17,CAPS La Esmeralda,Público,Av. Padre Obispo J. Novak,2332,,Florencio Varela,Buenos Aires,https://goo.gl/maps/jg93UewpZcw,,Psicología / Psiquiatría,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4237 3423,,https://m.facebook.com/caps.laesmeralda?locale2=es_LA,No atienden el telefono,
18,CAPS La Esmeralda,Público,Av. Padre Obispo J. Novak,2332,,Florencio Varela,Buenos Aires,https://goo.gl/maps/jg93UewpZcw,,Ginecología,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4237 3423,,https://m.facebook.com/caps.laesmeralda?locale2=es_LA,No atienden el telefono,
19,CAPS La Esmeralda,Público,Av. Padre Obispo J. Novak,2332,,Florencio Varela,Buenos Aires,https://goo.gl/maps/jg93UewpZcw,,Servicio Social,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4237 3423,,https://m.facebook.com/caps.laesmeralda?locale2=es_LA,No atienden el telefono,
62,CAPS Villa Hudson,Público,Iberia,359,,Florencio Varela,Buenos Aires,https://goo.gl/maps/Mi4vsVe69WB2,,Atención médica general,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4213 9318,,,,
63,CAPS Villa Hudson,Público,Iberia,359,,Florencio Varela,Buenos Aires,https://goo.gl/maps/Mi4vsVe69WB2,,Psicología / Psiquiatría,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4213 9318,,,,
64,CAPS Villa Hudson,Público,Iberia,359,,Florencio Varela,Buenos Aires,https://goo.gl/maps/Mi4vsVe69WB2,,Ginecología,Diversidad Sexual,Lunes a Viernes 8 a 17 hs.,011 4213 9318,,,,
308,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,Dra. Claudia Capandegui,Endocrinología / Hormonización,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
401,"Unidad Sanitaria N° 3 ""LOMAS DE MARILÓ""",Público,Rosario,,,Trujui,Buenos Aires,https://goo.gl/maps/M6b14SV9UMoYDYMd6,,Endocrinología / Hormonización,,Lunes y Miércoles de 13:00:00 - 16:00:00,(0237) 4815607,,,,
309,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Testeo VIH y otras ITS,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
310,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Ginecología,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,Realización de PAP,
311,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Vacunación,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
312,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Salud reproductiva,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
313,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Servicio Social,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
314,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Violencia,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
315,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Tratamiento VIH,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
316,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,María Virginia Zangroniz,Fonoaudiología,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
317,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,Andrea Pineda Aristegui,Psicología / Psiquiatría,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
318,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Consumo problemático de drogas/alcohol,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
319,Hospital Zonal General de Agudos Dr. Ricardo Gutiérrez,Público,Diagonal 114,,,La Plata,Buenos Aires,https://goo.gl/maps/S4WCr3DDDjo,,Urología,,,0221-4830171 al 75 / 0221 4236141 al 43,direccion-gutierrez@ms.gba.gov.ar,,,
108,Centro de Salud Villa Vatteone,Público,Av. 12 de Octubre,363,,Florencio Varela,Buenos Aires,https://goo.gl/maps/vxULcaDNJHv,,Testeo VIH y otras ITS,,Lunes a viernes 8 a 14 hs,011 4287 3160,,,Se realiza test rápido de VIH.,
87,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Testeo VIH y otras ITS,,martes a viernes 13 a 18,0221 427 2867,,,,
88,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Tratamiento VIH,,martes y jueves 10:30 ,0221 427 2867,,,Con turno previo se saca en el lugar de 13 a 18 o por telefono,
89,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Psicología / Psiquiatría,,turno programado con la psicologa,0221 427 2867,,,,
90,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Atención médica general,,Lunes a viernes 9 a 16hs,0221 427 2867,,,,
91,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Servicio Social,,lunes a viernes 13 a 16.30,0221 427 2867,,,,
92,Centro de Salud Especializado Nº 13,Público,Calle 41,772 1/2,,La Plata,Buenos Aires,https://goo.gl/maps/HSrnZwRwwRT2,,Salud reproductiva,,Lunes a viernes 8.30 a 18hs  ,0221 427 2867,,,con pedido d la ginecologa,
266,Hospital Municipal Ostaciana de Lavignole,Público,Dr. Rodolfo Monte,848,,Morón,Buenos Aires,https://goo.gl/maps/AH6Apg2h9UH2,Dr. Alfredo Britos,Cirugías de afirmación de género,Servicio Patología mamaria. Consultorio amigable,,011 4133 4100 ,,,Colocación de prótesis mamaria y Mastectomía.,
329,La Nelly Omar,Organización Social,Saraza,1069,,Parque Chacabuco,CABA,"https://www.google.com/maps/place/Saraza+1069,+C1424CWM+CABA/data=!4m2!3m1!1s0x95bccbb172887425:0x96131add988968e?sa=X&ved=2ahUKEwiekt_NqdjvAhVpJ7kGHfIAC8kQ8gEwAHoECAMQAQ",Janette Ledesma,Servicio Social,,,,,https://www.instagram.com/lanellyomar/?hl=es,,
51,CAPS Nº 12 Don Orione,Público,Carcaraña (ex calle 11),,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Endocrinología / Hormonización,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,,
52,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Testeo VIH y otras ITS,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,Realización de test rápido de VIH.,
53,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Ginecología,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,Realización de PAP,
54,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Vacunación,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,,
55,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Salud reproductiva,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,,
56,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Servicio Social,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,,
57,CAPS Nº 12 Don Orione,Público,Carcaraña,,,Almirante Brown,Buenos Aires,"https://www.google.com/maps/place/Sala+de+atenci%C3%B3n+primaria+CAPS+N%C2%B012/@-34.8184487,-58.3469583,15z/data=!4m5!3m4!1s0x0:0xb5edd846b6ea5abe!8m2!3d-34.8184487!4d-58.3469583",,Psicología / Psiquiatría,Consultorio Diversidad,Lunes a Viernes 8 a 18 hs. Sábados 8 a 14 hs.,011 4268-4911,caps12donorione@gmail.com,,,
58,CAPS Nº1 Ministro Rivadavia,Público,25 de Mayo,594,,Almirante Brown,Buenos Aires,https://goo.gl/maps/7FTFPknv8hM2,,Atención médica general,Servicio Diversidad,lunes y viernes por las tarde miercoles por la mañana.,011  7516-6551,mtrorivadavia@gmail.com,,Turnos se solicitan en el lugar el dia anterios a las 15 hs,
59,CAPS Nº1 Ministro Rivadavia,Público,25 de Mayo,594,,Almirante Brown,Buenos Aires,https://goo.gl/maps/7FTFPknv8hM2,,Endocrinología / Hormonización,Servicio Diversidad,martes por la tarde,011  7516-6551,mtrorivadavia@gmail.com,,Los turnos los da la referente de diversidad Alexandra 1140297621,
60,CAPS Nº1 Ministro Rivadavia,Público,25 de Mayo,594,,Almirante Brown,Buenos Aires,https://goo.gl/maps/7FTFPknv8hM2,,Ginecología,Servicio Diversidad,metodos anticinseptivos lunes por la mañana a partir de las 9 . ILE miercoles por la mañana ,011  7516-6551,mtrorivadavia@gmail.com,,Para ILE sacar turno programado,
61,CAPS Nº1 Ministro Rivadavia,Público,25 de Mayo,594,,Almirante Brown,Buenos Aires,https://goo.gl/maps/7FTFPknv8hM2,,Salud bucal,Servicio Diversidad,"martes, miercoles y jueves ",011  7516-6551,mtrorivadavia@gmail.com,,Turnos se solicitan en el lugar el dia anterios a las 15 hs,
348,Queer Fit Parque Saavedra,Organización Social,Parque Saavedra,,,Saavedra,CABA,https://goo.gl/maps/4PpDAtNbUkE2,Luca Bambam,Deportes,,Lunes y Miércoles desde 20 hs.,1164439449,queerfitcontacto@gmail.com,https://www.facebook.com/QueerFitEmpoderateDeTuCuerpx/,"Queerfut, queerbox y queerbeat. Contactarse para consultar días y horarios de cada actividad y coordinar el inicio. Clase de prueba gratis.",
347,Queer Fit Parque Centenario,Organización Social,Parque Centenario,,,Caballito,CABA,https://goo.gl/maps/Ya6GAiPaFQm,Luca Bambam,Deportes,,Martes y Jueves desde 20 hs. Viernes desde 18 hs.,1164439449,queerfitcontacto@gmail.com,https://www.facebook.com/QueerFitEmpoderateDeTuCuerpx/,"Queerfut, queerbox y queerbeat. Contactarse para consultar días y horarios de cada actividad y coordinar el inicio. Clase de prueba gratis.",
146,Consultorio particular Flores,Privado,Ramón Falcón,2181,Piso 2,Flores,CABA,https://goo.gl/maps/WL5rrFP3wXE2,Andrea Donati,Salud reproductiva,,Lunes 9 a 12 hs. Primer y tercer miércoles de cada mes 16 a 19 hs.,011 4633 7330,consulfalcon@hotmail.com,,Asesoramiento sobre anticoncepción y colocación de DIU.,
147,Consultorio particular Flores,Privado,Ramón Falcón,2181,Piso 2,Flores,CABA,https://goo.gl/maps/WL5rrFP3wXE2,Andrea Donati,Ginecología,,Lunes 9 a 12 hs. Primer y tercer miércoles de cada mes 16 a 19 hs.,011 4633 7330,consulfalcon@hotmail.com,,,
111,Centro Médico Olivera,Privado,Av. Olivera,337,,Floresta ,CABA,https://goo.gl/maps/MQDYthofH8v,Andrea Donati,Ginecología,,Lunes 14 a 18 hs. Viernes 8 a 12 hs. Sábado 8 a 13 hs.,011 2152-0000,,http://www.cmolivera.com,,
112,Centro Médico Olivera,Privado,Av. Olivera,337,,Floresta ,CABA,https://goo.gl/maps/MQDYthofH8v,Andrea Donati,Salud reproductiva,,Lunes 14 a 18 hs. Viernes 8 a 12 hs. Sábado 8 a 13 hs.,011 2152-0000,,http://www.cmolivera.com,Asesoramiento sobre anticoncepción.,
148,Consultorio particular La Plata,Privado,Calle 50,439,,La Plata,Buenos Aires,https://goo.gl/maps/5dd4uauRoXz,María Virginia Zangroniz,Fonoaudiología,,,221 15 5250528,virginiazangroniz@hotmail.com,,,
122,CIC Osvaldo Pagella,Público,Alvear,,,Junín,Buenos Aires,https://goo.gl/maps/iv1sTkGK5dH2,,Testeo VIH y otras ITS,Espacio amigable,Miércoles 18 hs.,0236 444-8297,,,,
123,CIC Osvaldo Pagella,Público,Alvear,,,Junín,Buenos Aires,https://goo.gl/maps/iv1sTkGK5dH2,,Vacunación,Espacio amigable,Miércoles 18 hs.,0236 444-8297,,,,
124,CIC Osvaldo Pagella,Público,Alvear,,,Junín,Buenos Aires,https://goo.gl/maps/iv1sTkGK5dH2,,Endocrinología / Hormonización,Espacio amigable,Miércoles 18 hs.,0236 444-8297,,,,
125,CIC Osvaldo Pagella,Público,Alvear,,,Junín,Buenos Aires,https://goo.gl/maps/iv1sTkGK5dH2,,Psicología / Psiquiatría,Espacio amigable,Miércoles 18 hs.,0236 444-8297,,,,
126,CIC Osvaldo Pagella,Público,Alvear,,,Junín,Buenos Aires,https://goo.gl/maps/iv1sTkGK5dH2,,Servicio Social,Espacio amigable,Miércoles 18 hs.,0236 444-8297,,,,
351,Sala Atención Primaria Nº 4,Público,Pablo Sbardolini,1175,,Olavarría,Buenos Aires,https://goo.gl/maps/X2t2281DV4N2,,Atención médica general,Servicio de Diversidad,Lunes a Jueves 8 a 17 hs.,02284 422229,,,,
352,Sala Atención Primaria Nº 4,Público,Pablo Sbardolini,1175,,Olavarría,Buenos Aires,https://goo.gl/maps/X2t2281DV4N2,,Endocrinología / Hormonización,Servicio de Diversidad,Lunes a Jueves 8 a 17 hs.,02284 422229,,,,
282,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,"Dra. Mercedes Fidalgo, Dra. Gabriela Hrycszyn",Salud reproductiva,Servicio de adolescencia,Lunes de 8 a 12 hs.,011 4363 2100 / 2200 int 6158,,,,
283,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dr. Carlos A. Sanz,Atención médica general,Servicio de adolescencia,Martes de 12 a 16 hs.,011 4363 2100 / 2200 int 6158,,,,
28,CAPS Malvinas Argentinas,Público,Cacique Namuncurá,406,,Morón,Buenos Aires,https://goo.gl/maps/bAV4Q6pbGjk,"Ana Paula Fagioli, Ricardo Williams, María Fernandez Lorea, Constanza Recoder, Cristal Sabella",Servicio Social,Consultorio de Diversidad Sexual,Miércoles 9 a 17 hs.,011 4656 9488,,,"Equipo intedisciplinario con promotora trans. Acompañamiento para cambio de DNI, asignaciones, espacios productivos, etc.",
284,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,"Lic. Analía Biagioli, Lic. Andrea Cucagna",Psicología / Psiquiatría,Servicio de adolescencia - Salud mental,Jueves de 8 a 12 hs.,011 4363 2100 / 2200 int 6158,,,,
285,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,"Dra. Mercedes Fidalgo, Dra. Gabriela Hrycszyn",Ginecología,Servicio de adolescencia,Lunes de 8 a 12 hs.,011 4363 2100 / 2200 int 6158,,,,
286,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dra. Verónica Figueroa,Endocrinología / Hormonización,Endocrinología,Martes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
287,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,"Lic. Emilia Martínez, Lic. Silvina Fernández Montobbio",Servicio Social,Servicio Social,Martes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
288,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dra. Graciela Barboni,Testeo VIH y otras ITS,Inmunología,Lunes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
289,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dra. Graciela Barboni,Tratamiento VIH,Inmunología,Lunes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
290,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dra. Claudia Ferrario,Vacunación,Vacunas,Lunes a Viernes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
291,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,Dr. Javier Indart,Violencia,Violencia,Viernes de 8 a 12 hs.,011 4363 2100 / 2200,,,,
292,Hospital Pedro de Elizalde,Público,Av. Montes de Oca,40,,Barracas,CABA,https://goo.gl/maps/6AUA2zsbn652,"Lic. Claudia Cavillon, Lic. M. Marta Abdo Pérez",Fonoaudiología,Fonoaudiología,Martes de 12 a 16 hs.,011 4363 2100 / 2200,,,,
158,Espacio Feminista de Mujeres y Disidencias FPDS,Organización Social,Olavarría,398,,La Boca,CABA,"https://www.google.com/maps/place/Olavarr%C3%ADa+398,+C1162+CABA/@-34.6361155,-58.3605419,17z/data=!3m1!4b1!4m5!3m4!1s0x95a334ba2c33ef23:0x74869eea9a29b910!8m2!3d-34.6361155!4d-58.3583532",Mariela Velardez,Grupos de pares,,,1161601182,proyectos.dsantillan@gmail.com,https://www.facebook.com/espaciodemujeres.delfrentepopulardariosantillan/?ref=page_internal    https://www.instagram.com/frentedariosantillan/?hl=es ,olivoeterno@gmail.com,
322,Hotel Gondolin,Privado,Araoz,924,,Villa Crespo,CABA,https://goo.gl/maps/pVrumWjYykGjJMLt6,Zoe Lopez Garcia,Grupos de pares,,,,,,,
346,Putos Peronistas,Organización Social,Arzobispo Espinosa,1172-1144,,La Matanza,Buenos Aires,"https://www.google.com/maps/place/48Q39J8J%2BJ5/@-34.6334375,-58.3695625,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d-34.6334375!4d-58.3695625",Iara Ybarra,Grupos de pares,,,1153442330,putosperonistas@gmail.com,,,
136,Ciclo Positivo,Organización Social,Paraná,157,,San Nicolás,CABA,https://goo.gl/maps/PPSTm1KDRbNopZ6k6,Camila Capriglioni,Testeo VIH y otras ITS,,,1149797754,info.ciclopositivo@gmail.com,https://ciclopositivo.org,,
142,Consultorio inclusivo Claudia Pia Baudracco,Público,Colectora Este Ramal Escobar,659,,Ricardo Rojas,Buenos Aires,"https://www.google.com/maps/place/Colectora+Este+Ramal+Escobar+677,+Ricardo+Rojas,+Provincia+de+Buenos+Aires/data=!4m2!3m1!1s0x95bca3a9f898500d:0xce432bc22e30c1ea?sa=X&ved=2ahUKEwi8_NXkwKDtAhUcH7kGHcWtDHIQ8gEwAHoECAMQAQ",Araceli Mera,Atención médica general,,JUEVES 14:00:00 - 18:00:00,1156570295,consultorioinclusivo@escobar.gob.ar,,,
